OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,Diabetes_Census_Tract_Estimate,Diabetes_Estimate_Confidence_Interval,Diabetes_Map_Symbol_withinHSR,Diabetes_County_Regional_Estimate,Diabetes_Map_Symbol_State,Diabetes_State_Estimate
1051,8041004401,"Census Tract 44.01, El Paso County, Colorado",El Paso,4947,4,3.4,95% C.I.: 3.2 - 3.6,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1052,8041004403,"Census Tract 44.03, El Paso County, Colorado",El Paso,776,4,3.1,95% C.I.: 2.9 - 3.3,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1053,8041004402,"Census Tract 44.02, El Paso County, Colorado",El Paso,5526,4,1.4,95% C.I.: 1.3 - 1.6,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1054,8041003306,"Census Tract 33.06, El Paso County, Colorado",El Paso,2530,4,7,95% C.I.: 6.8 - 7.2,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1055,8041005104,"Census Tract 51.04, El Paso County, Colorado",El Paso,6364,4,7.1,95% C.I.: 6.8 - 7.3,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1056,8041005502,"Census Tract 55.02, El Paso County, Colorado",El Paso,3448,4,5.8,95% C.I.: 5.5 - 6.1,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1057,8041004702,"Census Tract 47.02, El Paso County, Colorado",El Paso,1741,4,6,95% C.I.: 5.8 - 6.3,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1058,8041000101,"Census Tract 1.01, El Paso County, Colorado",El Paso,5203,4,8,95% C.I.: 7.7 - 8.3,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1059,8041008000,"Census Tract 80, El Paso County, Colorado",El Paso,3423,4,6.1,95% C.I.: 5.8 - 6.3,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1060,8041003709,"Census Tract 37.09, El Paso County, Colorado",El Paso,5297,4,6.5,95% C.I.: 6.3 - 6.7,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1061,8041007400,"Census Tract 74, El Paso County, Colorado",El Paso,6755,4,8.2,95% C.I.: 7.9 - 8.4,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1062,8041003707,"Census Tract 37.07, El Paso County, Colorado",El Paso,3013,4,7.3,95% C.I.: 7 - 7.5,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1063,8041003708,"Census Tract 37.08, El Paso County, Colorado",El Paso,2151,4,8.2,95% C.I.: 7.9 - 8.5,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1064,8041006502,"Census Tract 65.02, El Paso County, Colorado",El Paso,4840,4,6.7,95% C.I.: 6.4 - 7.1,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1065,8041006600,"Census Tract 66, El Paso County, Colorado",El Paso,2070,4,8.3,95% C.I.: 8.1 - 8.5,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1066,8041006501,"Census Tract 65.01, El Paso County, Colorado",El Paso,2618,4,7.5,95% C.I.: 7.1 - 7.9,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1067,8041006400,"Census Tract 64, El Paso County, Colorado",El Paso,5247,4,7.3,95% C.I.: 6.9 - 7.7,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1068,8041005601,"Census Tract 56.01, El Paso County, Colorado",El Paso,3913,4,7.5,95% C.I.: 7.2 - 7.8,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1069,8041005400,"Census Tract 54, El Paso County, Colorado",El Paso,3932,4,8.2,95% C.I.: 7.7 - 8.7,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1070,8041005300,"Census Tract 53, El Paso County, Colorado",El Paso,3411,4,7.2,95% C.I.: 6.8 - 7.6,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1071,8041005201,"Census Tract 52.01, El Paso County, Colorado",El Paso,3536,4,7.3,95% C.I.: 6.9 - 7.8,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1072,8041004800,"Census Tract 48, El Paso County, Colorado",El Paso,3630,4,7,95% C.I.: 6.7 - 7.3,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1073,8041002700,"Census Tract 27, El Paso County, Colorado",El Paso,2663,4,8.8,95% C.I.: 8.4 - 9.2,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1074,8041002501,"Census Tract 25.01, El Paso County, Colorado",El Paso,2759,4,8.5,95% C.I.: 8.2 - 8.7,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1075,8041002502,"Census Tract 25.02, El Paso County, Colorado",El Paso,3524,4,7.7,95% C.I.: 7.4 - 8.1,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1076,8041002400,"Census Tract 24, El Paso County, Colorado",El Paso,4533,4,8.5,95% C.I.: 8.2 - 8.8,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1077,8041002200,"Census Tract 22, El Paso County, Colorado",El Paso,2247,4,8.1,95% C.I.: 7.8 - 8.5,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1078,8041002102,"Census Tract 21.02, El Paso County, Colorado",El Paso,3446,4,7.6,95% C.I.: 7.2 - 7.9,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1079,8041003100,"Census Tract 31, El Paso County, Colorado",El Paso,3555,4,10.6,95% C.I.: 10.3 - 10.9,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1080,8041002101,"Census Tract 21.01, El Paso County, Colorado",El Paso,3178,4,8.5,95% C.I.: 8.2 - 9,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1081,8041001400,"Census Tract 14, El Paso County, Colorado",El Paso,2921,4,6.7,95% C.I.: 6.5 - 6.9,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1082,8041001302,"Census Tract 13.02, El Paso County, Colorado",El Paso,4414,4,6.7,95% C.I.: 6.5 - 6.9,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1083,8041001104,"Census Tract 11.04, El Paso County, Colorado",El Paso,2606,4,7.5,95% C.I.: 7.2 - 7.8,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1084,8041000800,"Census Tract 8, El Paso County, Colorado",El Paso,2404,4,8.2,95% C.I.: 7.9 - 8.5,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1085,8041000700,"Census Tract 7, El Paso County, Colorado",El Paso,2585,4,8.6,95% C.I.: 8.3 - 9.1,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1086,8041000600,"Census Tract 6, El Paso County, Colorado",El Paso,2544,4,7.7,95% C.I.: 7.4 - 8,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1087,8041000500,"Census Tract 5, El Paso County, Colorado",El Paso,1937,4,6.9,95% C.I.: 6.6 - 7.1,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1088,8041000400,"Census Tract 4, El Paso County, Colorado",El Paso,1831,4,9.1,95% C.I.: 8.8 - 9.3,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1089,8041007800,"Census Tract 78, El Paso County, Colorado",El Paso,4374,4,6.1,95% C.I.: 5.9 - 6.3,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1090,8041000302,"Census Tract 3.02, El Paso County, Colorado",El Paso,4248,4,6.6,95% C.I.: 6.3 - 6.8,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1091,8041007700,"Census Tract 77, El Paso County, Colorado",El Paso,4871,4,7.4,95% C.I.: 7.2 - 7.7,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1092,8005083500,"Census Tract 835, Arapahoe County, Colorado",Arapahoe,4471,15,7.3,95% C.I.: 6.9 - 7.6,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1093,8005082800,"Census Tract 828, Arapahoe County, Colorado",Arapahoe,3859,15,7.6,95% C.I.: 7.2 - 8,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1094,8005082400,"Census Tract 824, Arapahoe County, Colorado",Arapahoe,3299,15,7.6,95% C.I.: 7.3 - 8,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1095,8005005630,"Census Tract 56.30, Arapahoe County, Colorado",Arapahoe,4485,15,6.5,95% C.I.: 6.3 - 6.7,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1096,8005005631,"Census Tract 56.31, Arapahoe County, Colorado",Arapahoe,2739,15,7.5,95% C.I.: 7.3 - 7.8,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1097,8005005628,"Census Tract 56.28, Arapahoe County, Colorado",Arapahoe,4653,15,7.1,95% C.I.: 6.9 - 7.4,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1098,8005005632,"Census Tract 56.32, Arapahoe County, Colorado",Arapahoe,2524,15,6.9,95% C.I.: 6.6 - 7.2,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1099,8005005629,"Census Tract 56.29, Arapahoe County, Colorado",Arapahoe,1923,15,7.3,95% C.I.: 7 - 7.5,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1100,8005084400,"Census Tract 844, Arapahoe County, Colorado",Arapahoe,2294,15,6,95% C.I.: 5.7 - 6.3,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1101,8055960900,"Census Tract 9609, Huerfano County, Colorado",Huerfano,2882,6,9.2,95% C.I.: 7.6 - 11.7,Lowest Quintile,County/Regional Estimate 16.5% (95% C.I.: 7.5 - 25.4),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1102,8055960600,"Census Tract 9606, Huerfano County, Colorado",Huerfano,2580,6,15.3,95% C.I.: 12.4 - 19.1,Middle Quintile,County/Regional Estimate 16.5% (95% C.I.: 7.5 - 25.4),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1103,8005005624,"Census Tract 56.24, Arapahoe County, Colorado",Arapahoe,2024,15,7.4,95% C.I.: 7.1 - 7.6,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1104,8005005627,"Census Tract 56.27, Arapahoe County, Colorado",Arapahoe,3558,15,7.8,95% C.I.: 7.6 - 8,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1105,8005005614,"Census Tract 56.14, Arapahoe County, Colorado",Arapahoe,2604,15,6.6,95% C.I.: 6.4 - 6.9,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1106,8005006707,"Census Tract 67.07, Arapahoe County, Colorado",Arapahoe,3888,15,6.5,95% C.I.: 6.3 - 6.8,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1107,8005006708,"Census Tract 67.08, Arapahoe County, Colorado",Arapahoe,3912,15,7,95% C.I.: 6.8 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1108,8005006604,"Census Tract 66.04, Arapahoe County, Colorado",Arapahoe,3636,15,6.3,95% C.I.: 6 - 6.5,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1109,8005006603,"Census Tract 66.03, Arapahoe County, Colorado",Arapahoe,2733,15,7.2,95% C.I.: 7 - 7.5,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1110,8005006705,"Census Tract 67.05, Arapahoe County, Colorado",Arapahoe,1401,15,7.2,95% C.I.: 7 - 7.5,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1111,8005006601,"Census Tract 66.01, Arapahoe County, Colorado",Arapahoe,4604,15,5.8,95% C.I.: 5.5 - 6,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1112,8005005621,"Census Tract 56.21, Arapahoe County, Colorado",Arapahoe,2424,15,8.1,95% C.I.: 7.9 - 8.4,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1113,8005005625,"Census Tract 56.25, Arapahoe County, Colorado",Arapahoe,2488,15,6.7,95% C.I.: 6.5 - 6.9,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1114,8005006704,"Census Tract 67.04, Arapahoe County, Colorado",Arapahoe,3128,15,8.4,95% C.I.: 8.1 - 8.7,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1115,8005005620,"Census Tract 56.20, Arapahoe County, Colorado",Arapahoe,2580,15,7.3,95% C.I.: 7 - 7.6,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1116,8005006709,"Census Tract 67.09, Arapahoe County, Colorado",Arapahoe,4114,15,7.9,95% C.I.: 7.6 - 8.2,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1117,8005005619,"Census Tract 56.19, Arapahoe County, Colorado",Arapahoe,3789,15,6.9,95% C.I.: 6.7 - 7.2,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1118,8005005633,"Census Tract 56.33, Arapahoe County, Colorado",Arapahoe,2489,15,7.4,95% C.I.: 7.2 - 7.6,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1119,8005081700,"Census Tract 817, Arapahoe County, Colorado",Arapahoe,2220,15,7.4,95% C.I.: 7.1 - 7.7,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1120,8005015100,"Census Tract 151, Arapahoe County, Colorado",Arapahoe,2179,15,7.8,95% C.I.: 7.6 - 8.1,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1121,8005083900,"Census Tract 839, Arapahoe County, Colorado",Arapahoe,2387,15,7,95% C.I.: 6.7 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1122,8005082900,"Census Tract 829, Arapahoe County, Colorado",Arapahoe,3528,15,7,95% C.I.: 6.6 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1123,8005087300,"Census Tract 873, Arapahoe County, Colorado",Arapahoe,5983,15,5.9,95% C.I.: 5.6 - 6.2,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1124,8005086900,"Census Tract 869, Arapahoe County, Colorado",Arapahoe,2379,15,5.4,95% C.I.: 5.1 - 5.7,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1125,8005087100,"Census Tract 871, Arapahoe County, Colorado",Arapahoe,2094,15,7.3,95% C.I.: 7 - 7.7,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1126,8005007301,"Census Tract 73.01, Arapahoe County, Colorado",Arapahoe,1823,15,6.6,95% C.I.: 6.2 - 7,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1127,8005006100,"Census Tract 61, Arapahoe County, Colorado",Arapahoe,2572,15,5.8,95% C.I.: 5.5 - 6,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1128,8005006300,"Census Tract 63, Arapahoe County, Colorado",Arapahoe,2229,15,6,95% C.I.: 5.8 - 6.3,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1129,8005006706,"Census Tract 67.06, Arapahoe County, Colorado",Arapahoe,3742,15,8.1,95% C.I.: 7.8 - 8.4,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1130,8005006200,"Census Tract 62, Arapahoe County, Colorado",Arapahoe,2688,15,6.2,95% C.I.: 6 - 6.4,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1131,8005005952,"Census Tract 59.52, Arapahoe County, Colorado",Arapahoe,2957,15,5.4,95% C.I.: 5.2 - 5.6,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1132,8005005951,"Census Tract 59.51, Arapahoe County, Colorado",Arapahoe,3686,15,7.5,95% C.I.: 7.2 - 7.8,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1133,8005005800,"Census Tract 58, Arapahoe County, Colorado",Arapahoe,2143,15,6,95% C.I.: 5.8 - 6.2,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1134,8005005612,"Census Tract 56.12, Arapahoe County, Colorado",Arapahoe,3009,15,6.7,95% C.I.: 6.5 - 6.9,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1135,8005006400,"Census Tract 64, Arapahoe County, Colorado",Arapahoe,2760,15,6.3,95% C.I.: 6.1 - 6.6,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1136,8005006000,"Census Tract 60, Arapahoe County, Colorado",Arapahoe,2231,15,6.6,95% C.I.: 6.4 - 6.9,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1137,8041000301,"Census Tract 3.01, El Paso County, Colorado",El Paso,2638,4,8.7,95% C.I.: 8.3 - 9,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1138,8041000203,"Census Tract 2.03, El Paso County, Colorado",El Paso,3572,4,6.5,95% C.I.: 6.2 - 6.7,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1139,8005080500,"Census Tract 805, Arapahoe County, Colorado",Arapahoe,3106,15,8.1,95% C.I.: 7.7 - 8.4,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1140,8005083000,"Census Tract 830, Arapahoe County, Colorado",Arapahoe,2725,15,8.5,95% C.I.: 8.1 - 8.9,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1141,8005083200,"Census Tract 832, Arapahoe County, Colorado",Arapahoe,6042,15,6.7,95% C.I.: 6.4 - 7,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1142,8005085900,"Census Tract 859, Arapahoe County, Colorado",Arapahoe,3191,15,7.1,95% C.I.: 6.8 - 7.5,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1143,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",Arapahoe,4040,15,7.1,95% C.I.: 6.8 - 7.4,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1144,8005086400,"Census Tract 864, Arapahoe County, Colorado",Arapahoe,1588,15,8,95% C.I.: 7.7 - 8.3,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1145,8005086700,"Census Tract 867, Arapahoe County, Colorado",Arapahoe,2946,15,6.6,95% C.I.: 6.3 - 6.8,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1146,8005007103,"Census Tract 71.03, Arapahoe County, Colorado",Arapahoe,1282,15,7.2,95% C.I.: 7 - 7.5,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1147,8005005700,"Census Tract 57, Arapahoe County, Colorado",Arapahoe,3145,15,5.2,95% C.I.: 5 - 5.4,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
