OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Education_Population_AgeOver24,Percent_Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_NoHSDiploma,Percent_Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher
215,8069002802,"Census Tract 28.02, Larimer County, Colorado",8069002802,LARIMER,5745,136.3,4570,1.4,1.9,98.1,54
216,8069002503,"Census Tract 25.03, Larimer County, Colorado",8069002503,LARIMER,3191,10,2254,1.9,5.2,94.8,35.8
217,8069001608,"Census Tract 16.08, Larimer County, Colorado",8069001608,LARIMER,5740,936.4,3321,1.5,2.1,97.9,66.9
218,8069001607,"Census Tract 16.07, Larimer County, Colorado",8069001607,LARIMER,3948,4028.6,2443,0,1.5,98.5,59.9
219,8125963100,"Census Tract 9631, Yuma County, Colorado",8125963100,YUMA,4642,3.5,2771,7.6,12.8,87.3,19.4
220,8001008547,"Census Tract 85.47, Adams County, Colorado",8001008547,ADAMS,3980,8652.2,2588,4.7,13.8,86.2,21.2
221,8001008543,"Census Tract 85.43, Adams County, Colorado",8001008543,ADAMS,8806,3285.8,5455,3.2,14.3,85.8,29.3
222,8001008544,"Census Tract 85.44, Adams County, Colorado",8001008544,ADAMS,5324,5271.3,3314,0.9,4.7,95.3,48.6
223,8001008545,"Census Tract 85.45, Adams County, Colorado",8001008545,ADAMS,7506,6255,4826,3.1,5.1,95,39.6
224,8001060000,"Census Tract 600, Adams County, Colorado",8001060000,ADAMS,5449,684.5,3435,1.1,3.8,96.2,50.6
225,8001061200,"Census Tract 612, Adams County, Colorado",8001061200,ADAMS,2017,492,1318,0.9,8.3,91.7,47.7
226,8001008549,"Census Tract 85.49, Adams County, Colorado",8001008549,ADAMS,4320,8470.6,2739,1,7.7,92.3,29.9
227,8001008551,"Census Tract 85.51, Adams County, Colorado",8001008551,ADAMS,1547,459.1,944,9.4,16.2,83.8,40.6
228,8069001606,"Census Tract 16.06, Larimer County, Colorado",8069001606,LARIMER,3135,2508,2006,1.4,3.5,96.5,65.1
229,8069000505,"Census Tract 5.05, Larimer County, Colorado",8069000505,LARIMER,3737,7626.5,1435,0.7,5.9,94.1,33.4
230,8069000202,"Census Tract 2.02, Larimer County, Colorado",8069000202,LARIMER,2390,3229.7,1709,2,6,93.9,60.8
231,8069001307,"Census Tract 13.07, Larimer County, Colorado",8069001307,LARIMER,4436,1267.4,3101,2.1,4.8,95.2,45.3
232,8069002801,"Census Tract 28.01, Larimer County, Colorado",8069002801,LARIMER,3664,329.5,3015,0,2.2,97.8,53.1
233,8069001808,"Census Tract 18.08, Larimer County, Colorado",8069001808,LARIMER,5050,289.6,3755,1.3,2,98,40.5
234,8069001605,"Census Tract 16.05, Larimer County, Colorado",8069001605,LARIMER,4864,823,3264,1.4,4.5,95.5,51.8
235,8069002502,"Census Tract 25.02, Larimer County, Colorado",8069002502,LARIMER,10139,211.8,6863,0.2,4.1,95.8,34.3
236,8069002501,"Census Tract 25.01, Larimer County, Colorado",8069002501,LARIMER,10128,307.3,6784,2.7,4.2,95.7,57.3
237,8069002011,"Census Tract 20.11, Larimer County, Colorado",8069002011,LARIMER,5505,964.1,3933,1,3.9,96.1,46.4
238,8001008550,"Census Tract 85.50, Adams County, Colorado",8001008550,ADAMS,7997,4732,5496,2.1,8.5,91.5,32.6
239,8001008541,"Census Tract 85.41, Adams County, Colorado",8001008541,ADAMS,5338,380.7,4205,1.2,6,94,36.8
240,8001008540,"Census Tract 85.40, Adams County, Colorado",8001008540,ADAMS,7753,1535.2,4931,1.6,4.1,95.9,40.8
241,8001008535,"Census Tract 85.35, Adams County, Colorado",8001008535,ADAMS,3832,655,2259,6.9,14.2,85.8,34
242,8001008537,"Census Tract 85.37, Adams County, Colorado",8001008537,ADAMS,6933,1500.6,4132,7.6,15.9,84.1,25.9
243,8001008606,"Census Tract 86.06, Adams County, Colorado",8001008606,ADAMS,6818,4606.8,4237,10.7,22,78,14.8
245,8001009104,"Census Tract 91.04, Adams County, Colorado",8001009104,ADAMS,5967,5907.9,3589,7,18.7,81.2,14.8
246,8069002010,"Census Tract 20.10, Larimer County, Colorado",8069002010,LARIMER,2620,281.4,1974,0.2,0.9,99.1,47.3
247,8069001809,"Census Tract 18.09, Larimer County, Colorado",8069001809,LARIMER,11350,320.9,7532,1.6,2.9,97.2,50.1
248,8069001709,"Census Tract 17.09, Larimer County, Colorado",8069001709,LARIMER,15869,340.7,11105,0.5,3.3,96.7,49.3
249,8069001708,"Census Tract 17.08, Larimer County, Colorado",8069001708,LARIMER,4090,2708.6,2455,1.5,3.9,96,53.8
250,8069001308,"Census Tract 13.08, Larimer County, Colorado",8069001308,LARIMER,5649,538.5,3867,0.4,2.3,97.7,61.2
251,8069000802,"Census Tract 8.02, Larimer County, Colorado",8069000802,LARIMER,1228,3070,857,2.5,2.6,97.4,50.5
252,8069000801,"Census Tract 8.01, Larimer County, Colorado",8069000801,LARIMER,1568,3733.3,1137,0.3,4.5,95.5,54.9
253,8069000506,"Census Tract 5.06, Larimer County, Colorado",8069000506,LARIMER,3329,6793.9,1629,0,5.6,94.4,40
254,8069000504,"Census Tract 5.04, Larimer County, Colorado",8069000504,LARIMER,3308,6616,1207,0.7,3.6,96.4,56.8
255,8069000503,"Census Tract 5.03, Larimer County, Colorado",8069000503,LARIMER,5847,11694,1689,1.2,3.8,96.2,52.5
256,8069000402,"Census Tract 4.02, Larimer County, Colorado",8069000402,LARIMER,2428,2452.5,1549,3.3,7.4,92.6,48.1
257,8069000401,"Census Tract 4.01, Larimer County, Colorado",8069000401,LARIMER,2009,3939.2,1398,0.4,2.4,97.6,42.1
258,8069000201,"Census Tract 2.01, Larimer County, Colorado",8069000201,LARIMER,3065,8065.8,1250,0,2.2,97.8,67.4
259,8069001902,"Census Tract 19.02, Larimer County, Colorado",8069001902,LARIMER,4548,3790,3423,0.7,3.6,96.4,31.7
260,8001008604,"Census Tract 86.04, Adams County, Colorado",8001008604,ADAMS,5111,6084.5,3576,5.7,24.9,75.1,11.3
261,8001008605,"Census Tract 86.05, Adams County, Colorado",8001008605,ADAMS,3927,5100,2680,7,14.1,85.9,16.3
262,8001009553,"Census Tract 95.53, Adams County, Colorado",8001009553,ADAMS,3284,1132.4,2345,32.4,42.8,57.2,13.4
263,8001008706,"Census Tract 87.06, Adams County, Colorado",8001008706,ADAMS,5253,7195.9,3088,15.5,38.5,61.5,7.9
264,8001009101,"Census Tract 91.01, Adams County, Colorado",8001009101,ADAMS,4876,6772.2,2911,13.9,23.3,76.6,10.5
265,8001009002,"Census Tract 90.02, Adams County, Colorado",8001009002,ADAMS,9860,8355.9,5722,11.4,24.7,75.2,11.1
266,8069002007,"Census Tract 20.07, Larimer County, Colorado",8069002007,LARIMER,3288,1787,2460,2.1,5.1,95,38.7
267,8069002005,"Census Tract 20.05, Larimer County, Colorado",8069002005,LARIMER,5525,5525,3659,0.7,5,94.9,28.9
268,8069002008,"Census Tract 20.08, Larimer County, Colorado",8069002008,LARIMER,4111,3315.3,3105,1.8,7.1,92.9,29.7
269,8069001903,"Census Tract 19.03, Larimer County, Colorado",8069001903,LARIMER,3475,13.3,2832,1.1,5,95,41.4
270,8069001804,"Census Tract 18.04, Larimer County, Colorado",8069001804,LARIMER,3908,3284,2723,0.8,5.2,94.8,27.2
271,8069001901,"Census Tract 19.01, Larimer County, Colorado",8069001901,LARIMER,4422,2632.1,2990,0.6,8,92,26.3
272,8069001807,"Census Tract 18.07, Larimer County, Colorado",8069001807,LARIMER,6051,4116.3,4267,2.7,5.8,94.2,33.6
273,8001009308,"Census Tract 93.08, Adams County, Colorado",8001009308,ADAMS,4500,7894.7,2900,17.8,35.7,64.2,7.6
274,8001009001,"Census Tract 90.01, Adams County, Colorado",8001009001,ADAMS,4528,5590.1,2784,10.8,24.8,75.3,8.2
275,8001009306,"Census Tract 93.06, Adams County, Colorado",8001009306,ADAMS,3469,5420.3,2589,7.5,18,82,17.3
276,8001009318,"Census Tract 93.18, Adams County, Colorado",8001009318,ADAMS,6891,14063.3,3852,18,38.1,61.9,11.6
277,8001008705,"Census Tract 87.05, Adams County, Colorado",8001008705,ADAMS,5197,5528.7,3110,24.1,33.6,66.4,6.9
278,8001008533,"Census Tract 85.33, Adams County, Colorado",8001008533,ADAMS,7978,6184.5,5018,1.4,6.5,93.6,26.6
279,8001009204,"Census Tract 92.04, Adams County, Colorado",8001009204,ADAMS,7486,7797.9,4645,1.4,10.3,89.7,25
280,8001008507,"Census Tract 85.07, Adams County, Colorado",8001008507,ADAMS,6927,6858.4,4175,1.2,10.5,89.4,16.6
281,8069001707,"Census Tract 17.07, Larimer County, Colorado",8069001707,LARIMER,5915,4515.3,3837,1.4,6.2,93.7,29.6
282,8069001806,"Census Tract 18.06, Larimer County, Colorado",8069001806,LARIMER,7898,3236.9,5982,0.6,2.1,97.8,46.3
283,8069001704,"Census Tract 17.04, Larimer County, Colorado",8069001704,LARIMER,9486,2874.5,6389,4.2,8.3,91.7,25.6
284,8069001706,"Census Tract 17.06, Larimer County, Colorado",8069001706,LARIMER,6654,3616.3,4802,1.3,5.5,94.5,30.4
285,8069001109,"Census Tract 11.09, Larimer County, Colorado",8069001109,LARIMER,4809,5937,3136,0.8,1.9,98,44.8
286,8069001106,"Census Tract 11.06, Larimer County, Colorado",8069001106,LARIMER,4855,5849.4,3045,0,2.7,97.3,48.6
287,8069001111,"Census Tract 11.11, Larimer County, Colorado",8069001111,LARIMER,2350,2701.1,1583,0,2,98,55.4
288,8001009203,"Census Tract 92.03, Adams County, Colorado",8001009203,ADAMS,4200,4038.5,2338,8.7,19.4,80.6,12.7
289,8001008505,"Census Tract 85.05, Adams County, Colorado",8001008505,ADAMS,7058,5981.4,4906,5.2,12.7,87.3,18.6
290,8001008506,"Census Tract 85.06, Adams County, Colorado",8001008506,ADAMS,6379,9813.8,4178,6.6,15.5,84.5,12.9
291,8001009501,"Census Tract 95.01, Adams County, Colorado",8001009501,ADAMS,3132,7283.7,2078,12.2,20.8,79.2,15.7
292,8001009502,"Census Tract 95.02, Adams County, Colorado",8001009502,ADAMS,4439,2740.1,3121,13.9,27.7,72.3,13.3
293,8001009309,"Census Tract 93.09, Adams County, Colorado",8001009309,ADAMS,4040,8244.9,2646,9.6,30.2,69.8,13.1
294,8001009310,"Census Tract 93.10, Adams County, Colorado",8001009310,ADAMS,5591,9639.7,3802,12,29.6,70.4,11
295,8001009319,"Census Tract 93.19, Adams County, Colorado",8001009319,ADAMS,2550,9807.7,1527,17.2,37.4,62.5,9.8
296,8069001110,"Census Tract 11.10, Larimer County, Colorado",8069001110,LARIMER,5770,5770,3008,0.5,4.1,95.9,56.5
297,8069001008,"Census Tract 10.08, Larimer County, Colorado",8069001008,LARIMER,1987,3154,1418,0.4,0.4,99.6,60
298,8069001004,"Census Tract 10.04, Larimer County, Colorado",8069001004,LARIMER,3363,4736.6,2394,0,1.6,98.4,62.1
299,8069001003,"Census Tract 10.03, Larimer County, Colorado",8069001003,LARIMER,5069,4332.5,3385,0.4,1.7,98.3,49.8
300,8069000902,"Census Tract 9.02, Larimer County, Colorado",8069000902,LARIMER,3667,4889.3,2415,0.8,2.9,97.1,61.1
301,8069001603,"Census Tract 16.03, Larimer County, Colorado",8069001603,LARIMER,5807,4683.1,3448,5.1,8.3,91.7,42.6
302,8069000901,"Census Tract 9.01, Larimer County, Colorado",8069000901,LARIMER,5435,4767.5,3651,0,2.1,97.9,50.3
303,8069001304,"Census Tract 13.04, Larimer County, Colorado",8069001304,LARIMER,2655,1770,1650,11.8,27.7,72.3,14.8
304,8069000700,"Census Tract 7, Larimer County, Colorado",8069000700,LARIMER,3009,5900,1561,0.6,4.6,95.4,64.9
305,8001009316,"Census Tract 93.16, Adams County, Colorado",8001009316,ADAMS,7337,8433.3,4509,11,28.7,71.3,4.7
306,8001009603,"Census Tract 96.03, Adams County, Colorado",8001009603,ADAMS,6395,7613.1,3790,4.5,18.8,81.2,13.2
307,8001009321,"Census Tract 93.21, Adams County, Colorado",8001009321,ADAMS,3818,7486.3,2172,9.3,23,76.9,17.2
308,8001009407,"Census Tract 94.07, Adams County, Colorado",8001009407,ADAMS,5357,7338.4,3401,10.6,23.5,76.6,19.1
309,8001009323,"Census Tract 93.23, Adams County, Colorado",8001009323,ADAMS,3923,4843.2,2538,6.1,15.1,84.9,20.5
310,8001009411,"Census Tract 94.11, Adams County, Colorado",8001009411,ADAMS,3029,6058,2259,2,3.1,96.9,47.1
311,8001009307,"Census Tract 93.07, Adams County, Colorado",8001009307,ADAMS,3830,5550.7,2395,10.3,24.7,75.3,10.7
312,8069000600,"Census Tract 6, Larimer County, Colorado",8069000600,LARIMER,6560,8631.6,319,5,5,95,57.7
313,8069001009,"Census Tract 10.09, Larimer County, Colorado",8069001009,LARIMER,6095,2335.2,4357,1.1,2.7,97.3,55.4
314,8069000100,"Census Tract 1, Larimer County, Colorado",8069000100,LARIMER,2562,3509.6,1598,0.5,3,97,54.3
315,8069002300,"Census Tract 23, Larimer County, Colorado",8069002300,LARIMER,3246,83.1,2423,0.4,4.5,95.5,54.5
316,8069001602,"Census Tract 16.02, Larimer County, Colorado",8069001602,LARIMER,5122,4164.2,3376,1.7,2.7,97.3,57.3
317,8069001306,"Census Tract 13.06, Larimer County, Colorado",8069001306,LARIMER,2559,710.8,1471,9.6,15.2,84.8,28.2
318,8069001305,"Census Tract 13.05, Larimer County, Colorado",8069001305,LARIMER,2427,2206.4,1433,1,5.8,94.2,39.1
319,8059010209,"Census Tract 102.09, Jefferson County, Colorado",8059010209,JEFFERSON,6362,6426.3,4460,2.1,6.3,93.7,27.7
320,8059010305,"Census Tract 103.05, Jefferson County, Colorado",8059010305,JEFFERSON,3894,6084.4,2695,2.2,9.1,90.9,28.9
321,8059009832,"Census Tract 98.32, Jefferson County, Colorado",8059009832,JEFFERSON,2821,5531.4,2004,4.5,12.3,87.6,23.9
322,8059009833,"Census Tract 98.33, Jefferson County, Colorado",8059009833,JEFFERSON,6003,6125.5,4175,1,7.3,92.7,41.6
323,8059009834,"Census Tract 98.34, Jefferson County, Colorado",8059009834,JEFFERSON,4518,6363.4,3316,1.5,4,96,30.2
324,8059009831,"Census Tract 98.31, Jefferson County, Colorado",8059009831,JEFFERSON,2548,3588.7,1567,0,7.3,92.7,44.7
325,8059010210,"Census Tract 102.10, Jefferson County, Colorado",8059010210,JEFFERSON,3738,3461.1,2735,0,3.9,96.1,38.2
326,8059010206,"Census Tract 102.06, Jefferson County, Colorado",8059010206,JEFFERSON,4147,3317.6,3029,0.3,1.7,98.3,43.2
327,8059009835,"Census Tract 98.35, Jefferson County, Colorado",8059009835,JEFFERSON,3850,5347.2,2840,0.3,1.5,98.5,46.8
328,8059009828,"Census Tract 98.28, Jefferson County, Colorado",8059009828,JEFFERSON,5563,3476.9,3944,0.6,4.5,95.5,35.9
329,8059010205,"Census Tract 102.05, Jefferson County, Colorado",8059010205,JEFFERSON,2434,2863.5,1837,0.7,3.7,96.3,37.4
330,8059010303,"Census Tract 103.03, Jefferson County, Colorado",8059010303,JEFFERSON,5447,4616.1,3877,1.6,4.6,95.4,36.9
331,8087000600,"Census Tract 6, Morgan County, Colorado",8087000600,MORGAN,6112,54.3,3627,19.2,29.6,70.4,14
332,8087000200,"Census Tract 2, Morgan County, Colorado",8087000200,MORGAN,2893,10,2001,3.9,13.3,86.7,16
333,8087000100,"Census Tract 1, Morgan County, Colorado",8087000100,MORGAN,2862,5.6,1924,1.5,5.5,94.6,23.8
334,8087000500,"Census Tract 5, Morgan County, Colorado",8087000500,MORGAN,2268,1655.5,1441,11.9,21.5,78.6,15.2
335,8087000800,"Census Tract 8, Morgan County, Colorado",8087000800,MORGAN,1702,5,1307,6.2,13.3,86.7,21.4
336,8087000400,"Census Tract 4, Morgan County, Colorado",8087000400,MORGAN,4160,3250,2718,13.1,23.8,76.2,12.2
337,8087000300,"Census Tract 3, Morgan County, Colorado",8087000300,MORGAN,2099,132.2,1552,13,24.7,75.3,10.4
338,8087000700,"Census Tract 7, Morgan County, Colorado",8087000700,MORGAN,6027,569.1,3613,5.5,16.1,83.9,23.3
339,8059009830,"Census Tract 98.30, Jefferson County, Colorado",8059009830,JEFFERSON,2285,6720.6,1707,0.2,4.5,95.4,36.4
340,8059009829,"Census Tract 98.29, Jefferson County, Colorado",8059009829,JEFFERSON,1925,1492.2,1304,1.4,2.9,97.2,50.2
341,8059010212,"Census Tract 102.12, Jefferson County, Colorado",8059010212,JEFFERSON,4283,4923,3024,2.9,4.5,95.5,29.4
342,8059009824,"Census Tract 98.24, Jefferson County, Colorado",8059009824,JEFFERSON,4918,4869.3,3348,0.5,4.7,95.2,43
343,8059009823,"Census Tract 98.23, Jefferson County, Colorado",8059009823,JEFFERSON,4864,7049.3,3434,0.1,3.1,96.9,43.7
344,8059010208,"Census Tract 102.08, Jefferson County, Colorado",8059010208,JEFFERSON,6090,5295.7,4280,2,9.1,90.9,27.9
345,8059010213,"Census Tract 102.13, Jefferson County, Colorado",8059010213,JEFFERSON,5043,4757.5,3455,2.9,10.5,89.5,22.5
346,8059010304,"Census Tract 103.04, Jefferson County, Colorado",8059010304,JEFFERSON,2814,5411.5,2130,1.2,4.5,95.5,33.2
347,8059009839,"Census Tract 98.39, Jefferson County, Colorado",8059009839,JEFFERSON,2356,3365.7,1650,0.3,2,98,46.9
348,8059060300,"Census Tract 603, Jefferson County, Colorado",8059060300,JEFFERSON,4595,6381.9,3205,0.7,3.6,96.3,47.7
349,8059060500,"Census Tract 605, Jefferson County, Colorado",8059060500,JEFFERSON,5699,250,3750,0.6,1.7,98.3,63.1
350,8059060400,"Census Tract 604, Jefferson County, Colorado",8059060400,JEFFERSON,3562,1763.4,2422,1.3,3.8,96.2,31.1
351,8059009851,"Census Tract 98.51, Jefferson County, Colorado",8059009851,JEFFERSON,3810,2801.5,2728,2.5,5.4,94.6,55.2
352,8059009837,"Census Tract 98.37, Jefferson County, Colorado",8059009837,JEFFERSON,3937,467,2935,0.6,1.3,98.6,61.2
353,8059009838,"Census Tract 98.38, Jefferson County, Colorado",8059009838,JEFFERSON,5999,3549.7,3999,2.1,2.9,97.2,60.8
354,8059009827,"Census Tract 98.27, Jefferson County, Colorado",8059009827,JEFFERSON,6215,3677.5,4290,3.6,8.6,91.3,41.6
355,8059009815,"Census Tract 98.15, Jefferson County, Colorado",8059009815,JEFFERSON,5249,2487.7,3716,0.8,1.9,98.2,48
356,8059009808,"Census Tract 98.08, Jefferson County, Colorado",8059009808,JEFFERSON,5720,55,4230,1.9,2.5,97.5,62.3
357,8059009840,"Census Tract 98.40, Jefferson County, Colorado",8059009840,JEFFERSON,4047,5468.9,2865,1.3,6.3,93.7,40
358,8059009836,"Census Tract 98.36, Jefferson County, Colorado",8059009836,JEFFERSON,4057,1704.6,2995,1.3,3.8,96.2,46.1
359,8115968300,"Census Tract 9683, Sedgwick County, Colorado",8115968300,SEDGWICK,2357,4.3,1656,3.9,9.3,90.8,20.8
360,8059010211,"Census Tract 102.11, Jefferson County, Colorado",8059010211,JEFFERSON,3514,5020,2520,2.1,8,92,27.7
361,8059010307,"Census Tract 103.07, Jefferson County, Colorado",8059010307,JEFFERSON,5041,8843.9,3731,2.2,5.3,94.7,26.5
362,8059010306,"Census Tract 103.06, Jefferson County, Colorado",8059010306,JEFFERSON,2937,5152.6,2138,1.4,8.9,91.1,24.2
363,8059009841,"Census Tract 98.41, Jefferson County, Colorado",8059009841,JEFFERSON,2356,4712,1808,0.3,6.1,93.9,38.8
364,8095967600,"Census Tract 9676, Phillips County, Colorado",8095967600,PHILLIPS,3010,7.9,2027,8,12.9,87.1,19.5
365,8095967700,"Census Tract 9677, Phillips County, Colorado",8095967700,PHILLIPS,1317,4.3,883,0.7,5.7,94.3,26.6
366,8013013003,"Census Tract 130.03, Boulder County, Colorado",8013013003,BOULDER,6267,1324.9,4404,2,2.9,97.1,74.8
367,8013013401,"Census Tract 134.01, Boulder County, Colorado",8013013401,BOULDER,3529,2892.6,2153,7.2,12.6,87.4,27.6
368,8013013503,"Census Tract 135.03, Boulder County, Colorado",8013013503,BOULDER,5735,7646.7,3439,10.3,24.3,75.7,21.9
369,8013013006,"Census Tract 130.06, Boulder County, Colorado",8013013006,BOULDER,6030,4862.9,4119,0.6,3.6,96.5,74.5
370,8013012203,"Census Tract 122.03, Boulder County, Colorado",8013012203,BOULDER,7067,2826.8,5393,5.1,9.9,90.2,62.4
371,8013013402,"Census Tract 134.02, Boulder County, Colorado",8013013402,BOULDER,7521,3450,5283,3.6,14.9,85.1,33.3
372,8013013210,"Census Tract 132.10, Boulder County, Colorado",8013013210,BOULDER,5040,2333.3,3432,6.4,13.3,86.7,30.8
373,8013013302,"Census Tract 133.02, Boulder County, Colorado",8013013302,BOULDER,4682,3206.8,3639,0.7,2.9,97.1,48.3
374,8013013307,"Census Tract 133.07, Boulder County, Colorado",8013013307,BOULDER,3687,4916,2775,4.9,15.9,84.1,31.4
375,8013013308,"Census Tract 133.08, Boulder County, Colorado",8013013308,BOULDER,3509,4617.1,2672,5.7,15.9,84.1,29.6
376,8013012510,"Census Tract 125.10, Boulder County, Colorado",8013012510,BOULDER,4493,229.6,3343,0.3,1.3,98.7,86.3
377,8013012907,"Census Tract 129.07, Boulder County, Colorado",8013012907,BOULDER,3516,1400.8,2442,1.6,6.8,93.2,55.6
378,8013013305,"Census Tract 133.05, Boulder County, Colorado",8013013305,BOULDER,5222,6871.1,3490,4.1,8.4,91.6,29.5
379,8013060900,"Census Tract 609, Boulder County, Colorado",8013060900,BOULDER,4603,1549.8,3383,0.5,1.4,98.6,54.3
380,8013012509,"Census Tract 125.09, Boulder County, Colorado",8013012509,BOULDER,3393,4989.7,2388,0,0.9,99.1,81.3
381,8013013208,"Census Tract 132.08, Boulder County, Colorado",8013013208,BOULDER,5876,4700.8,4290,1.6,6.1,93.8,49.9
382,8013012701,"Census Tract 127.01, Boulder County, Colorado",8013012701,BOULDER,6049,335.5,4344,0.3,0.3,99.7,74.9
383,8013012507,"Census Tract 125.07, Boulder County, Colorado",8013012507,BOULDER,4462,7082.5,2408,1,2.7,97.3,72.6
384,8013012505,"Census Tract 125.05, Boulder County, Colorado",8013012505,BOULDER,3948,678.4,2813,0.6,1.2,98.8,83.4
385,8013013201,"Census Tract 132.01, Boulder County, Colorado",8013013201,BOULDER,1618,71.6,1175,2.8,5.4,94.6,46.6
386,8013013211,"Census Tract 132.11, Boulder County, Colorado",8013013211,BOULDER,6005,296.8,3910,4.3,7.9,92.1,55
387,8013013207,"Census Tract 132.07, Boulder County, Colorado",8013013207,BOULDER,4498,2131.8,3150,1.1,1.4,98.6,52.7
388,8013012101,"Census Tract 121.01, Boulder County, Colorado",8013012101,BOULDER,4685,4259.1,3313,0,2.8,97.2,84
389,8013013205,"Census Tract 132.05, Boulder County, Colorado",8013013205,BOULDER,5671,643.7,3847,0,0.4,99.6,69.8
390,8013013306,"Census Tract 133.06, Boulder County, Colorado",8013013306,BOULDER,5143,6679.2,3097,7.9,13.4,86.6,25.9
391,8013012201,"Census Tract 122.01, Boulder County, Colorado",8013012201,BOULDER,3915,1909.8,2403,0,0,100,80.6
392,8013012705,"Census Tract 127.05, Boulder County, Colorado",8013012705,BOULDER,4088,2418.9,3186,0,1.1,98.9,74
393,8013012708,"Census Tract 127.08, Boulder County, Colorado",8013012708,BOULDER,5126,2362.2,3879,0,0,100,77.1
394,8013013601,"Census Tract 136.01, Boulder County, Colorado",8013013601,BOULDER,4088,76.7,2897,0.7,3.1,96.9,57.6
395,8013012710,"Census Tract 127.10, Boulder County, Colorado",8013012710,BOULDER,3422,461.8,2653,0.5,1.7,98.3,73.9
396,8013013701,"Census Tract 137.01, Boulder County, Colorado",8013013701,BOULDER,6149,63.3,4881,1,1.9,98.1,66.6
397,8013013702,"Census Tract 137.02, Boulder County, Colorado",8013013702,BOULDER,5970,45.7,4621,1.4,2.7,97.3,63.3
398,8013013202,"Census Tract 132.02, Boulder County, Colorado",8013013202,BOULDER,1518,62.1,1120,1.7,2.9,97.1,62.6
399,8013012204,"Census Tract 122.04, Boulder County, Colorado",8013012204,BOULDER,4076,7548.1,1902,0,0.6,99.4,72.4
400,8013013602,"Census Tract 136.02, Boulder County, Colorado",8013013602,BOULDER,867,4.5,724,0,0,100,54.8
401,8013012903,"Census Tract 129.03, Boulder County, Colorado",8013012903,BOULDER,2529,1686,1813,0,1.3,98.7,77
402,8013012501,"Census Tract 125.01, Boulder County, Colorado",8013012501,BOULDER,2601,1970.5,1822,1.8,4.3,95.7,72.1
403,8013012603,"Census Tract 126.03, Boulder County, Colorado",8013012603,BOULDER,3570,5328.4,2477,2.8,2.8,97.2,76.8
404,8013012511,"Census Tract 125.11, Boulder County, Colorado",8013012511,BOULDER,6190,8253.3,2600,4.9,6.6,93.4,62.9
405,8013012709,"Census Tract 127.09, Boulder County, Colorado",8013012709,BOULDER,1928,514.1,1393,0.5,1.6,98.3,73.3
406,8075966300,"Census Tract 9663, Logan County, Colorado",8075966300,LOGAN,4590,282.5,3232,4.4,11.5,88.4,22.2
407,8075966200,"Census Tract 9662, Logan County, Colorado",8075966200,LOGAN,4205,524.3,2261,5.5,16.9,83.1,13.8
408,8075966100,"Census Tract 9661, Logan County, Colorado",8075966100,LOGAN,7484,248.6,5025,6.8,13,87,20.6
409,8075966000,"Census Tract 9660, Logan County, Colorado",8075966000,LOGAN,2104,4,1441,1.9,3.6,96.5,22
410,8075966400,"Census Tract 9664, Logan County, Colorado",8075966400,LOGAN,2084,2.9,1587,1.8,10.8,89.2,15.5
411,8075965900,"Census Tract 9659, Logan County, Colorado",8075965900,LOGAN,1418,2.6,1046,2,10.7,89.3,14.2
412,8013060800,"Census Tract 608, Boulder County, Colorado",8013060800,BOULDER,7083,863.8,4723,4,12.4,87.6,34.1
413,8013013507,"Census Tract 135.07, Boulder County, Colorado",8013013507,BOULDER,3356,4474.7,2354,2.4,10.6,89.4,33.6
414,8013013505,"Census Tract 135.05, Boulder County, Colorado",8013013505,BOULDER,4534,9068,2584,8.4,24.6,75.4,15
415,8013013212,"Census Tract 132.12, Boulder County, Colorado",8013013212,BOULDER,4639,1418.7,3348,0.5,5.5,94.5,55.9
416,8013061300,"Census Tract 613, Boulder County, Colorado",8013061300,BOULDER,3524,4350.6,2129,2.6,5.2,94.8,78.4
417,8013061400,"Census Tract 614, Boulder County, Colorado",8013061400,BOULDER,3663,3700,2252,2.8,4.3,95.7,75.3
418,8013012607,"Census Tract 126.07, Boulder County, Colorado",8013012607,BOULDER,5343,19082.1,1620,2.3,2.3,97.7,57.3
419,8013013508,"Census Tract 135.08, Boulder County, Colorado",8013013508,BOULDER,7797,3898.5,5018,2.8,6.5,93.5,49.5
420,8013013506,"Census Tract 135.06, Boulder County, Colorado",8013013506,BOULDER,4409,4409,2900,2.6,9.9,90.1,42.7
421,8013013213,"Census Tract 132.13, Boulder County, Colorado",8013013213,BOULDER,8709,1116.5,5119,1.1,4.1,95.8,62.4
422,8013012608,"Census Tract 126.08, Boulder County, Colorado",8013012608,BOULDER,2521,7202.9,1708,0.5,1.5,98.5,73.5
423,8013060600,"Census Tract 606, Boulder County, Colorado",8013060600,BOULDER,5953,407.7,4137,1.5,2.1,97.9,73.5
424,8013060700,"Census Tract 607, Boulder County, Colorado",8013060700,BOULDER,3177,820.9,2245,1.1,1.1,98.9,69.8
425,8013013005,"Census Tract 130.05, Boulder County, Colorado",8013013005,BOULDER,3483,4644,2399,1.9,5,95,57.4
426,8013012508,"Census Tract 125.08, Boulder County, Colorado",8013012508,BOULDER,3340,2474.1,2014,1.5,3,97,66.2
