OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Percent_Poverty_AllPeople_Income_Below_Pov_Level,Poverty_Median_Household_Income,Poverty_Mean_Household_Income,Poverty_Per_Capita_Income
234,08069001605,"Census Tract 16.05, Larimer County, Colorado",08069001605,LARIMER,4864,823,9.1,86563,99177,34478
235,08069002502,"Census Tract 25.02, Larimer County, Colorado",08069002502,LARIMER,10139,211.8,4,84726,100734,34393
236,08069002501,"Census Tract 25.01, Larimer County, Colorado",08069002501,LARIMER,10128,307.3,6.2,106925,132224,47192
237,08069002011,"Census Tract 20.11, Larimer County, Colorado",08069002011,LARIMER,5505,964.1,6.8,91620,114334,44543
238,08001008550,"Census Tract 85.50, Adams County, Colorado",08001008550,ADAMS,7997,4732,2.6,84750,93040,32312
239,08001008541,"Census Tract 85.41, Adams County, Colorado",08001008541,ADAMS,5338,380.7,2.6,120859,133375,50490
240,08001008540,"Census Tract 85.40, Adams County, Colorado",08001008540,ADAMS,7753,1535.2,0.7,107292,117279,37750
241,08001008535,"Census Tract 85.35, Adams County, Colorado",08001008535,ADAMS,3832,655,4.2,79444,87978,26675
242,08001008537,"Census Tract 85.37, Adams County, Colorado",08001008537,ADAMS,6933,1500.6,6.1,89297,105395,30070
243,08001008606,"Census Tract 86.06, Adams County, Colorado",08001008606,ADAMS,6818,4606.8,17.7,44864,58523,22170
245,08001009104,"Census Tract 91.04, Adams County, Colorado",08001009104,ADAMS,5967,5907.9,19.2,62587,69175,22680
246,08069002010,"Census Tract 20.10, Larimer County, Colorado",08069002010,LARIMER,2620,281.4,3.5,109511,117966,45291
247,08069001809,"Census Tract 18.09, Larimer County, Colorado",08069001809,LARIMER,11350,320.9,4.4,86679,106673,37967
248,08069001709,"Census Tract 17.09, Larimer County, Colorado",08069001709,LARIMER,15869,340.7,3.5,85417,113948,43531
249,08069001708,"Census Tract 17.08, Larimer County, Colorado",08069001708,LARIMER,4090,2708.6,7.1,67361,97632,35334
250,08069001308,"Census Tract 13.08, Larimer County, Colorado",08069001308,LARIMER,5649,538.5,4.3,95600,110751,41939
251,08069000802,"Census Tract 8.02, Larimer County, Colorado",08069000802,LARIMER,1228,3070,16.7,50729,74074,33815
252,08069000801,"Census Tract 8.01, Larimer County, Colorado",08069000801,LARIMER,1568,3733.3,19.4,46279,71037,32349
253,08069000506,"Census Tract 5.06, Larimer County, Colorado",08069000506,LARIMER,3329,6793.9,31.1,47170,60830,23001
254,08069000504,"Census Tract 5.04, Larimer County, Colorado",08069000504,LARIMER,3308,6616,44,36506,48128,20819
255,08069000503,"Census Tract 5.03, Larimer County, Colorado",08069000503,LARIMER,5847,11694,46.8,28469,48233,21374
256,08069000402,"Census Tract 4.02, Larimer County, Colorado",08069000402,LARIMER,2428,2452.5,19.1,39958,76296,34831
257,08069000401,"Census Tract 4.01, Larimer County, Colorado",08069000401,LARIMER,2009,3939.2,13.1,54219,62298,27048
258,08069000201,"Census Tract 2.01, Larimer County, Colorado",08069000201,LARIMER,3065,8065.8,37.3,39755,57440,24058
259,08069001902,"Census Tract 19.02, Larimer County, Colorado",08069001902,LARIMER,4548,3790,4.9,53554,62328,29071
260,08001008604,"Census Tract 86.04, Adams County, Colorado",08001008604,ADAMS,5111,6084.5,12.3,65139,71682,22172
261,08001008605,"Census Tract 86.05, Adams County, Colorado",08001008605,ADAMS,3927,5100,10.8,63950,74443,27455
262,08001009553,"Census Tract 95.53, Adams County, Colorado",08001009553,ADAMS,3284,1132.4,17.2,47969,54536,19537
263,08001008706,"Census Tract 87.06, Adams County, Colorado",08001008706,ADAMS,5253,7195.9,19.5,50953,57527,17825
264,08001009101,"Census Tract 91.01, Adams County, Colorado",08001009101,ADAMS,4876,6772.2,13.3,62888,68944,20732
265,08001009002,"Census Tract 90.02, Adams County, Colorado",08001009002,ADAMS,9860,8355.9,15.9,49639,62617,21652
266,08069002007,"Census Tract 20.07, Larimer County, Colorado",08069002007,LARIMER,3288,1787,16.4,47979,58391,30714
267,08069002005,"Census Tract 20.05, Larimer County, Colorado",08069002005,LARIMER,5525,5525,7,49734,61145,24499
268,08069002008,"Census Tract 20.08, Larimer County, Colorado",08069002008,LARIMER,4111,3315.3,12.3,69375,74092,30304
269,08069001903,"Census Tract 19.03, Larimer County, Colorado",08069001903,LARIMER,3475,13.3,9.9,73387,93919,41210
270,08069001804,"Census Tract 18.04, Larimer County, Colorado",08069001804,LARIMER,3908,3284,10.3,57022,67719,28607
271,08069001901,"Census Tract 19.01, Larimer County, Colorado",08069001901,LARIMER,4422,2632.1,19.3,46795,57166,24410
272,08069001807,"Census Tract 18.07, Larimer County, Colorado",08069001807,LARIMER,6051,4116.3,5.4,66897,82417,32647
273,08001009308,"Census Tract 93.08, Adams County, Colorado",08001009308,ADAMS,4500,7894.7,11.5,55391,63534,21103
274,08001009001,"Census Tract 90.01, Adams County, Colorado",08001009001,ADAMS,4528,5590.1,17.2,49185,59083,20916
275,08001009306,"Census Tract 93.06, Adams County, Colorado",08001009306,ADAMS,3469,5420.3,6,53352,68461,26389
276,08001009318,"Census Tract 93.18, Adams County, Colorado",08001009318,ADAMS,6891,14063.3,28,37806,54671,18549
277,08001008705,"Census Tract 87.05, Adams County, Colorado",08001008705,ADAMS,5197,5528.7,23.4,41052,52531,15910
278,08001008533,"Census Tract 85.33, Adams County, Colorado",08001008533,ADAMS,7978,6184.5,6,71642,89626,34324
279,08001009204,"Census Tract 92.04, Adams County, Colorado",08001009204,ADAMS,7486,7797.9,5.8,73551,70744,26109
280,08001008507,"Census Tract 85.07, Adams County, Colorado",08001008507,ADAMS,6927,6858.4,8.7,77235,83994,26587
281,08069001707,"Census Tract 17.07, Larimer County, Colorado",08069001707,LARIMER,5915,4515.3,24,60985,67605,24706
282,08069001806,"Census Tract 18.06, Larimer County, Colorado",08069001806,LARIMER,7898,3236.9,5.5,74790,87227,36001
283,08069001704,"Census Tract 17.04, Larimer County, Colorado",08069001704,LARIMER,9486,2874.5,11.6,43962,62207,26517
284,08069001706,"Census Tract 17.06, Larimer County, Colorado",08069001706,LARIMER,6654,3616.3,4.5,60752,82873,34993
285,08069001109,"Census Tract 11.09, Larimer County, Colorado",08069001109,LARIMER,4809,5937,9.5,72721,80494,30348
286,08069001106,"Census Tract 11.06, Larimer County, Colorado",08069001106,LARIMER,4855,5849.4,14.6,51862,63247,26468
287,08069001111,"Census Tract 11.11, Larimer County, Colorado",08069001111,LARIMER,2350,2701.1,32.1,41733,55915,28032
288,08001009203,"Census Tract 92.03, Adams County, Colorado",08001009203,ADAMS,4200,4038.5,26.5,40313,47586,20184
289,08001008505,"Census Tract 85.05, Adams County, Colorado",08001008505,ADAMS,7058,5981.4,10.7,67891,72453,26045
290,08001008506,"Census Tract 85.06, Adams County, Colorado",08001008506,ADAMS,6379,9813.8,15.6,37962,47372,21235
291,08001009501,"Census Tract 95.01, Adams County, Colorado",08001009501,ADAMS,3132,7283.7,12,49541,57941,22496
292,08001009502,"Census Tract 95.02, Adams County, Colorado",08001009502,ADAMS,4439,2740.1,14.8,59554,78487,26485
293,08001009309,"Census Tract 93.09, Adams County, Colorado",08001009309,ADAMS,4040,8244.9,9,42670,55474,23498
294,08001009310,"Census Tract 93.10, Adams County, Colorado",08001009310,ADAMS,5591,9639.7,12,51704,58453,22254
295,08001009319,"Census Tract 93.19, Adams County, Colorado",08001009319,ADAMS,2550,9807.7,33.6,37938,59458,20961
296,08069001110,"Census Tract 11.10, Larimer County, Colorado",08069001110,LARIMER,5770,5770,24.4,48463,66553,26910
297,08069001008,"Census Tract 10.08, Larimer County, Colorado",08069001008,LARIMER,1987,3154,5.8,69028,91755,40101
298,08069001004,"Census Tract 10.04, Larimer County, Colorado",08069001004,LARIMER,3363,4736.6,8.4,71719,98086,40210
299,08069001003,"Census Tract 10.03, Larimer County, Colorado",08069001003,LARIMER,5069,4332.5,13.4,51728,65368,32329
300,08069000902,"Census Tract 9.02, Larimer County, Colorado",08069000902,LARIMER,3667,4889.3,16.7,52817,68969,30679
301,08069001603,"Census Tract 16.03, Larimer County, Colorado",08069001603,LARIMER,5807,4683.1,11.3,73241,86386,29700
302,08069000901,"Census Tract 9.01, Larimer County, Colorado",08069000901,LARIMER,5435,4767.5,16.5,48491,71946,31786
303,08069001304,"Census Tract 13.04, Larimer County, Colorado",08069001304,LARIMER,2655,1770,33,30046,36513,14325
304,08069000700,"Census Tract 7, Larimer County, Colorado",08069000700,LARIMER,3009,5900,30.5,38962,56350,25673
305,08001009316,"Census Tract 93.16, Adams County, Colorado",08001009316,ADAMS,7337,8433.3,11.5,45407,60963,19877
306,08001009603,"Census Tract 96.03, Adams County, Colorado",08001009603,ADAMS,6395,7613.1,15.4,45943,53390,19649
307,08001009321,"Census Tract 93.21, Adams County, Colorado",08001009321,ADAMS,3818,7486.3,18.8,43750,60470,21366
308,08001009407,"Census Tract 94.07, Adams County, Colorado",08001009407,ADAMS,5357,7338.4,16.9,61813,74764,26460
309,08001009323,"Census Tract 93.23, Adams County, Colorado",08001009323,ADAMS,3923,4843.2,8.8,50268,64253,25141
310,08001009411,"Census Tract 94.11, Adams County, Colorado",08001009411,ADAMS,3029,6058,7.3,78545,92435,38023
311,08001009307,"Census Tract 93.07, Adams County, Colorado",08001009307,ADAMS,3830,5550.7,17.6,53327,58186,19160
312,08069000600,"Census Tract 6, Larimer County, Colorado",08069000600,LARIMER,6560,8631.6,51,18550,23301,5714
313,08069001009,"Census Tract 10.09, Larimer County, Colorado",08069001009,LARIMER,6095,2335.2,7.6,81121,102007,41633
314,08069000100,"Census Tract 1, Larimer County, Colorado",08069000100,LARIMER,2562,3509.6,31.1,31402,46176,26976
315,08069002300,"Census Tract 23, Larimer County, Colorado",08069002300,LARIMER,3246,83.1,10,74355,101654,46280
316,08069001602,"Census Tract 16.02, Larimer County, Colorado",08069001602,LARIMER,5122,4164.2,5.7,81794,100750,39366
317,08069001306,"Census Tract 13.06, Larimer County, Colorado",08069001306,LARIMER,2559,710.8,23.4,43382,52260,20245
318,08069001305,"Census Tract 13.05, Larimer County, Colorado",08069001305,LARIMER,2427,2206.4,39.6,53102,73069,28304
319,08059010209,"Census Tract 102.09, Jefferson County, Colorado",08059010209,JEFFERSON,6362,6426.3,9,58798,70997,29661
320,08059010305,"Census Tract 103.05, Jefferson County, Colorado",08059010305,JEFFERSON,3894,6084.4,13.9,55366,68240,30152
321,08059009832,"Census Tract 98.32, Jefferson County, Colorado",08059009832,JEFFERSON,2821,5531.4,3.7,71823,81804,28854
322,08059009833,"Census Tract 98.33, Jefferson County, Colorado",08059009833,JEFFERSON,6003,6125.5,6.4,72656,85571,36012
323,08059009834,"Census Tract 98.34, Jefferson County, Colorado",08059009834,JEFFERSON,4518,6363.4,5.1,66422,72978,33330
324,08059009831,"Census Tract 98.31, Jefferson County, Colorado",08059009831,JEFFERSON,2548,3588.7,8.9,57463,65383,32913
325,08059010210,"Census Tract 102.10, Jefferson County, Colorado",08059010210,JEFFERSON,3738,3461.1,7.3,91641,101502,40243
326,08059010206,"Census Tract 102.06, Jefferson County, Colorado",08059010206,JEFFERSON,4147,3317.6,3.5,81089,91759,37668
327,08059009835,"Census Tract 98.35, Jefferson County, Colorado",08059009835,JEFFERSON,3850,5347.2,3.6,100132,113667,44365
328,08059009828,"Census Tract 98.28, Jefferson County, Colorado",08059009828,JEFFERSON,5563,3476.9,2.5,90938,101364,39210
329,08059010205,"Census Tract 102.05, Jefferson County, Colorado",08059010205,JEFFERSON,2434,2863.5,3.6,92292,108269,43581
330,08059010303,"Census Tract 103.03, Jefferson County, Colorado",08059010303,JEFFERSON,5447,4616.1,3.9,77625,90014,37659
331,08087000600,"Census Tract 6, Morgan County, Colorado",08087000600,MORGAN,6112,54.3,7.1,48832,59365,20631
332,08087000200,"Census Tract 2, Morgan County, Colorado",08087000200,MORGAN,2893,10,11.5,52787,65142,25379
333,08087000100,"Census Tract 1, Morgan County, Colorado",08087000100,MORGAN,2862,5.6,6.8,71629,82322,29806
334,08087000500,"Census Tract 5, Morgan County, Colorado",08087000500,MORGAN,2268,1655.5,9.3,51524,61543,22065
335,08087000800,"Census Tract 8, Morgan County, Colorado",08087000800,MORGAN,1702,5,10.4,63125,83805,36493
336,08087000400,"Census Tract 4, Morgan County, Colorado",08087000400,MORGAN,4160,3250,9.5,43952,54267,22077
337,08087000300,"Census Tract 3, Morgan County, Colorado",08087000300,MORGAN,2099,132.2,11.5,45225,63434,24831
338,08087000700,"Census Tract 7, Morgan County, Colorado",08087000700,MORGAN,6027,569.1,10.6,51221,61979,22596
339,08059009830,"Census Tract 98.30, Jefferson County, Colorado",08059009830,JEFFERSON,2285,6720.6,9.1,59714,74935,34938
340,08059009829,"Census Tract 98.29, Jefferson County, Colorado",08059009829,JEFFERSON,1925,1492.2,3.7,95063,112267,41106
341,08059010212,"Census Tract 102.12, Jefferson County, Colorado",08059010212,JEFFERSON,4283,4923,10.9,62639,72757,29604
342,08059009824,"Census Tract 98.24, Jefferson County, Colorado",08059009824,JEFFERSON,4918,4869.3,7.9,80179,92337,35224
343,08059009823,"Census Tract 98.23, Jefferson County, Colorado",08059009823,JEFFERSON,4864,7049.3,0.8,90046,95489,35970
344,08059010208,"Census Tract 102.08, Jefferson County, Colorado",08059010208,JEFFERSON,6090,5295.7,8,72652,81179,30417
345,08059010213,"Census Tract 102.13, Jefferson County, Colorado",08059010213,JEFFERSON,5043,4757.5,12.7,53551,72343,27265
346,08059010304,"Census Tract 103.04, Jefferson County, Colorado",08059010304,JEFFERSON,2814,5411.5,3.4,74167,80987,33236
347,08059009839,"Census Tract 98.39, Jefferson County, Colorado",08059009839,JEFFERSON,2356,3365.7,1.7,104938,112556,40811
348,08059060300,"Census Tract 603, Jefferson County, Colorado",08059060300,JEFFERSON,4595,6381.9,1.7,96984,108957,39477
349,08059060500,"Census Tract 605, Jefferson County, Colorado",08059060500,JEFFERSON,5699,250,3.6,121875,131125,48606
350,08059060400,"Census Tract 604, Jefferson County, Colorado",08059060400,JEFFERSON,3562,1763.4,4.8,90500,101875,35650
351,08059009851,"Census Tract 98.51, Jefferson County, Colorado",08059009851,JEFFERSON,3810,2801.5,4,105817,147603,56784
352,08059009837,"Census Tract 98.37, Jefferson County, Colorado",08059009837,JEFFERSON,3937,467,0.9,138631,168865,64143
353,08059009838,"Census Tract 98.38, Jefferson County, Colorado",08059009838,JEFFERSON,5999,3549.7,1.4,134083,161943,56221
354,08059009827,"Census Tract 98.27, Jefferson County, Colorado",08059009827,JEFFERSON,6215,3677.5,7.6,74643,102391,40592
355,08059009815,"Census Tract 98.15, Jefferson County, Colorado",08059009815,JEFFERSON,5249,2487.7,4.2,101522,118680,44164
356,08059009808,"Census Tract 98.08, Jefferson County, Colorado",08059009808,JEFFERSON,5720,55,7.8,96968,121211,54097
357,08059009840,"Census Tract 98.40, Jefferson County, Colorado",08059009840,JEFFERSON,4047,5468.9,2.3,75600,91612,36927
358,08059009836,"Census Tract 98.36, Jefferson County, Colorado",08059009836,JEFFERSON,4057,1704.6,3.5,111974,130421,49105
359,08115968300,"Census Tract 9683, Sedgwick County, Colorado",08115968300,SEDGWICK,2357,4.3,17,49583,56125,24666
360,08059010211,"Census Tract 102.11, Jefferson County, Colorado",08059010211,JEFFERSON,3514,5020,13.6,61332,91183,37628
361,08059010307,"Census Tract 103.07, Jefferson County, Colorado",08059010307,JEFFERSON,5041,8843.9,12.5,48125,71195,30810
362,08059010306,"Census Tract 103.06, Jefferson County, Colorado",08059010306,JEFFERSON,2937,5152.6,6.9,63807,74769,29632
363,08059009841,"Census Tract 98.41, Jefferson County, Colorado",08059009841,JEFFERSON,2356,4712,6.3,90795,101109,38540
364,08095967600,"Census Tract 9676, Phillips County, Colorado",08095967600,PHILLIPS,3010,7.9,7.2,53021,72658,29338
365,08095967700,"Census Tract 9677, Phillips County, Colorado",08095967700,PHILLIPS,1317,4.3,10.3,45391,58112,24252
366,08013013003,"Census Tract 130.03, Boulder County, Colorado",08013013003,BOULDER,6267,1324.9,4.2,97286,125654,50143
367,08013013401,"Census Tract 134.01, Boulder County, Colorado",08013013401,BOULDER,3529,2892.6,26.7,39008,51640,21966
368,08013013503,"Census Tract 135.03, Boulder County, Colorado",08013013503,BOULDER,5735,7646.7,24.1,45685,57492,20732
369,08013013006,"Census Tract 130.06, Boulder County, Colorado",08013013006,BOULDER,6030,4862.9,5.5,94861,106277,40957
370,08013012203,"Census Tract 122.03, Boulder County, Colorado",08013012203,BOULDER,7067,2826.8,13.4,53896,78326,44247
371,08013013402,"Census Tract 134.02, Boulder County, Colorado",08013013402,BOULDER,7521,3450,11.2,70815,84311,34308
372,08013013210,"Census Tract 132.10, Boulder County, Colorado",08013013210,BOULDER,5040,2333.3,11.7,62560,68243,25438
373,08013013302,"Census Tract 133.02, Boulder County, Colorado",08013013302,BOULDER,4682,3206.8,5.5,69450,92830,44242
374,08013013307,"Census Tract 133.07, Boulder County, Colorado",08013013307,BOULDER,3687,4916,12,45186,59195,27051
375,08013013308,"Census Tract 133.08, Boulder County, Colorado",08013013308,BOULDER,3509,4617.1,16.8,45275,64747,32294
376,08013012510,"Census Tract 125.10, Boulder County, Colorado",08013012510,BOULDER,4493,229.6,2.3,115156,150379,64926
377,08013012907,"Census Tract 129.07, Boulder County, Colorado",08013012907,BOULDER,3516,1400.8,9.3,77500,95901,39225
378,08013013305,"Census Tract 133.05, Boulder County, Colorado",08013013305,BOULDER,5222,6871.1,17.9,58284,64503,25491
379,08013060900,"Census Tract 609, Boulder County, Colorado",08013060900,BOULDER,4603,1549.8,6.9,70592,91744,39045
380,08013012509,"Census Tract 125.09, Boulder County, Colorado",08013012509,BOULDER,3393,4989.7,8.2,102778,134648,52066
381,08013013208,"Census Tract 132.08, Boulder County, Colorado",08013013208,BOULDER,5876,4700.8,4.6,71441,80627,34266
382,08013012701,"Census Tract 127.01, Boulder County, Colorado",08013012701,BOULDER,6049,335.5,2.1,130150,154741,60876
383,08013012507,"Census Tract 125.07, Boulder County, Colorado",08013012507,BOULDER,4462,7082.5,28,60313,85026,34311
384,08013012505,"Census Tract 125.05, Boulder County, Colorado",08013012505,BOULDER,3948,678.4,7.3,109698,154211,63167
385,08013013201,"Census Tract 132.01, Boulder County, Colorado",08013013201,BOULDER,1618,71.6,11.5,83125,105802,40044
386,08013013211,"Census Tract 132.11, Boulder County, Colorado",08013013211,BOULDER,6005,296.8,12.1,118125,143950,50017
387,08013013207,"Census Tract 132.07, Boulder County, Colorado",08013013207,BOULDER,4498,2131.8,8.2,86500,103663,43777
388,08013012101,"Census Tract 121.01, Boulder County, Colorado",08013012101,BOULDER,4685,4259.1,9.4,99549,150602,63481
389,08013013205,"Census Tract 132.05, Boulder County, Colorado",08013013205,BOULDER,5671,643.7,8.5,115682,174068,65278
390,08013013306,"Census Tract 133.06, Boulder County, Colorado",08013013306,BOULDER,5143,6679.2,15.6,55120,63076,22403
391,08013012201,"Census Tract 122.01, Boulder County, Colorado",08013012201,BOULDER,3915,1909.8,30.4,66250,112347,49911
392,08013012705,"Census Tract 127.05, Boulder County, Colorado",08013012705,BOULDER,4088,2418.9,8.5,63796,90154,46888
393,08013012708,"Census Tract 127.08, Boulder County, Colorado",08013012708,BOULDER,5126,2362.2,5.6,108014,150543,66652
394,08013013601,"Census Tract 136.01, Boulder County, Colorado",08013013601,BOULDER,4088,76.7,9,95000,116190,45419
395,08013012710,"Census Tract 127.10, Boulder County, Colorado",08013012710,BOULDER,3422,461.8,5.8,102344,145720,65368
396,08013013701,"Census Tract 137.01, Boulder County, Colorado",08013013701,BOULDER,6149,63.3,8,109253,146018,63388
397,08013013702,"Census Tract 137.02, Boulder County, Colorado",08013013702,BOULDER,5970,45.7,11,88988,121483,54714
398,08013013202,"Census Tract 132.02, Boulder County, Colorado",08013013202,BOULDER,1518,62.1,10.8,120855,148285,56730
399,08013012204,"Census Tract 122.04, Boulder County, Colorado",08013012204,BOULDER,4076,7548.1,45.3,39864,79813,37823
400,08013013602,"Census Tract 136.02, Boulder County, Colorado",08013013602,BOULDER,867,4.5,1.7,77500,98757,50201
401,08013012903,"Census Tract 129.03, Boulder County, Colorado",08013012903,BOULDER,2529,1686,5,131806,172282,67676
402,08013012501,"Census Tract 125.01, Boulder County, Colorado",08013012501,BOULDER,2601,1970.5,13.6,70781,102280,47623
403,08013012603,"Census Tract 126.03, Boulder County, Colorado",08013012603,BOULDER,3570,5328.4,10.9,96387,110710,46391
404,08013012511,"Census Tract 125.11, Boulder County, Colorado",08013012511,BOULDER,6190,8253.3,21.2,52354,90801,31860
405,08013012709,"Census Tract 127.09, Boulder County, Colorado",08013012709,BOULDER,1928,514.1,5,103603,120229,43625
406,08075966300,"Census Tract 9663, Logan County, Colorado",08075966300,LOGAN,4590,282.5,15.8,41029,52560,23371
407,08075966200,"Census Tract 9662, Logan County, Colorado",08075966200,LOGAN,4205,524.3,18,39707,41242,17633
408,08075966100,"Census Tract 9661, Logan County, Colorado",08075966100,LOGAN,7484,248.6,20.2,43864,65030,28605
409,08075966000,"Census Tract 9660, Logan County, Colorado",08075966000,LOGAN,2104,4,12.2,52083,67003,26819
410,08075966400,"Census Tract 9664, Logan County, Colorado",08075966400,LOGAN,2084,2.9,12.5,54821,62499,20567
411,08075965900,"Census Tract 9659, Logan County, Colorado",08075965900,LOGAN,1418,2.6,10.9,57338,77491,30660
412,08013060800,"Census Tract 608, Boulder County, Colorado",08013060800,BOULDER,7083,863.8,14.3,49498,62031,26414
413,08013013507,"Census Tract 135.07, Boulder County, Colorado",08013013507,BOULDER,3356,4474.7,5.4,76739,89672,32698
414,08013013505,"Census Tract 135.05, Boulder County, Colorado",08013013505,BOULDER,4534,9068,21.3,45109,56264,20636
415,08013013212,"Census Tract 132.12, Boulder County, Colorado",08013013212,BOULDER,4639,1418.7,5.3,80338,99449,41156
416,08013061300,"Census Tract 613, Boulder County, Colorado",08013061300,BOULDER,3524,4350.6,2.1,152433,166902,51787
417,08013061400,"Census Tract 614, Boulder County, Colorado",08013061400,BOULDER,3663,3700,3.8,114750,144459,47623
418,08013012607,"Census Tract 126.07, Boulder County, Colorado",08013012607,BOULDER,5343,19082.1,53.5,22264,29513,16865
419,08013013508,"Census Tract 135.08, Boulder County, Colorado",08013013508,BOULDER,7797,3898.5,3.3,86750,107646,35783
420,08013013506,"Census Tract 135.06, Boulder County, Colorado",08013013506,BOULDER,4409,4409,12.6,95263,106561,37460
421,08013013213,"Census Tract 132.13, Boulder County, Colorado",08013013213,BOULDER,8709,1116.5,8.8,87264,122205,43447
422,08013012608,"Census Tract 126.08, Boulder County, Colorado",08013012608,BOULDER,2521,7202.9,12,88750,94292,38900
423,08013060600,"Census Tract 606, Boulder County, Colorado",08013060600,BOULDER,5953,407.7,7.2,107564,121714,47620
424,08013060700,"Census Tract 607, Boulder County, Colorado",08013060700,BOULDER,3177,820.9,4.7,104978,133199,57477
425,08013013005,"Census Tract 130.05, Boulder County, Colorado",08013013005,BOULDER,3483,4644,9.4,80331,103419,42249
426,08013012508,"Census Tract 125.08, Boulder County, Colorado",08013012508,BOULDER,3340,2474.1,15.3,79375,109273,43839
427,08013012605,"Census Tract 126.05, Boulder County, Colorado",08013012605,BOULDER,1693,3527.1,40.3,38077,52609,22860
428,08013013004,"Census Tract 130.04, Boulder County, Colorado",08013013004,BOULDER,3725,4775.6,3.6,123017,151280,53013
429,08013012401,"Census Tract 124.01, Boulder County, Colorado",08013012401,BOULDER,6128,14251.2,63.4,19913,57419,19535
430,08013012300,"Census Tract 123, Boulder County, Colorado",08013012300,BOULDER,7038,12796.4,35.5,37313,62110,9371
431,08013012202,"Census Tract 122.02, Boulder County, Colorado",08013012202,BOULDER,6020,9555.6,42.9,38032,58411,31021
432,08013012102,"Census Tract 121.02, Boulder County, Colorado",08013012102,BOULDER,7359,6629.7,9.3,73477,121975,50843
433,08013012105,"Census Tract 121.05, Boulder County, Colorado",08013012105,BOULDER,5614,5847.9,8.2,80813,101322,43558
434,08013012104,"Census Tract 121.04, Boulder County, Colorado",08013012104,BOULDER,2484,2388.5,9.7,107991,134221,56716
435,08013012904,"Census Tract 129.04, Boulder County, Colorado",08013012904,BOULDER,5663,4641.8,4.1,91827,115794,50460
436,08013012707,"Census Tract 127.07, Boulder County, Colorado",08013012707,BOULDER,2536,215.6,18.1,93864,142586,41909
437,08013012905,"Census Tract 129.05, Boulder County, Colorado",08013012905,BOULDER,2714,5321.6,14.6,56779,66094,31674
438,08013012103,"Census Tract 121.03, Boulder County, Colorado",08013012103,BOULDER,3950,4438.2,8.4,89455,138653,58688
439,08013012800,"Census Tract 128, Boulder County, Colorado",08013012800,BOULDER,12041,791.7,4.3,117180,139847,46736
440,08123001412,"Census Tract 14.12, Weld County, Colorado",08123001412,WELD,2710,1335,10.2,90156,91953,34455
441,08123001407,"Census Tract 14.07, Weld County, Colorado",08123001407,WELD,2566,1666.2,1.1,101450,126445,45329
442,08123001408,"Census Tract 14.08, Weld County, Colorado",08123001408,WELD,2101,1680.8,8.7,71927,97103,34926
443,08123001405,"Census Tract 14.05, Weld County, Colorado",08123001405,WELD,4314,2934.7,2.8,67851,77103,27642
444,08123001406,"Census Tract 14.06, Weld County, Colorado",08123001406,WELD,5593,1948.8,7.2,76225,93043,36109
445,08123001414,"Census Tract 14.14, Weld County, Colorado",08123001414,WELD,2218,4107.4,7,80531,93444,34007
446,08123001003,"Census Tract 10.03, Weld County, Colorado",08123001003,WELD,4968,9741.2,34,35364,38581,13684
447,08123002207,"Census Tract 22.07, Weld County, Colorado",08123002207,WELD,3062,543.9,8.9,90670,97190,31550
448,08123002009,"Census Tract 20.09, Weld County, Colorado",08123002009,WELD,1414,85.7,4.9,91250,117929,46853
449,08123001908,"Census Tract 19.08, Weld County, Colorado",08123001908,WELD,2668,90.4,4.8,48304,71746,27978
450,08123002010,"Census Tract 20.10, Weld County, Colorado",08123002010,WELD,2599,166,15.4,59031,70951,25937
451,08123001906,"Census Tract 19.06, Weld County, Colorado",08123001906,WELD,1672,97.5,4.8,62600,85371,31660
452,08123002103,"Census Tract 21.03, Weld County, Colorado",08123002103,WELD,9367,116.5,3.7,95141,108483,39729
453,08123001410,"Census Tract 14.10, Weld County, Colorado",08123001410,WELD,3414,2868.9,3.7,65364,86429,35099
454,08123002208,"Census Tract 22.08, Weld County, Colorado",08123002208,WELD,5439,138.6,2.3,93000,104190,36429
455,08123001417,"Census Tract 14.17, Weld County, Colorado",08123001417,WELD,2800,4117.6,13.9,56719,69966,23020
456,08123001416,"Census Tract 14.16, Weld County, Colorado",08123001416,WELD,2482,408.2,4.3,98205,128717,53044
457,08123001005,"Census Tract 10.05, Weld County, Colorado",08123001005,WELD,7248,2338.1,20.4,54442,69224,23334
458,08123001004,"Census Tract 10.04, Weld County, Colorado",08123001004,WELD,4380,2607.1,21.3,42222,49415,17873
459,08123000705,"Census Tract 7.05, Weld County, Colorado",08123000705,WELD,1513,45.8,5.5,58300,61829,25486
460,08123000800,"Census Tract 8, Weld County, Colorado",08123000800,WELD,3127,4467.1,43.2,29279,55376,25219
461,08123000200,"Census Tract 2, Weld County, Colorado",08123000200,WELD,3924,11541.2,51.6,25774,35103,9417
462,08123000100,"Census Tract 1, Weld County, Colorado",08123000100,WELD,2628,4531,34.8,21542,28056,14844
463,08123000300,"Census Tract 3, Weld County, Colorado",08123000300,WELD,2343,9762.5,,,,3389
464,08123000900,"Census Tract 9, Weld County, Colorado",08123000900,WELD,3307,5701.7,16.1,55188,63459,21472
465,08123000402,"Census Tract 4.02, Weld County, Colorado",08123000402,WELD,3961,6287.3,17.5,52440,61373,21881
